unidade;setor;ano;mes;exames_img;exames_lab;saidas;exame_img_por_paciente;exame_lab_por_paciente
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2022;4;12;220;22;0,5454545454545454;10,0
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2022;5;5;158;24;0,20833333333333334;6,583333333333333
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2022;6;14;229;21;0,6666666666666666;10,904761904761905
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2022;7;13;187;17;0,7647058823529411;11,0
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2022;8;7;203;28;0,25;7,25
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2022;9;11;201;24;0,4583333333333333;8,375
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2022;10;12;238;21;0,5714285714285714;11,333333333333334
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2022;11;6;158;18;0,3333333333333333;8,777777777777779
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2022;12;3;58;3;1,0;19,333333333333332
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2023;1;22;299;18;1,2222222222222223;16,61111111111111
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2023;2;11;208;19;0,5789473684210527;10,947368421052632
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2023;3;2;108;14;0,14285714285714285;7,714285714285714
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2023;4;13;174;23;0,5652173913043478;7,565217391304348
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2023;5;20;194;19;1,0526315789473684;10,210526315789474
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2023;6;15;174;21;0,7142857142857143;8,285714285714286
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2023;7;13;211;22;0,5909090909090909;9,590909090909092
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2023;8;10;243;20;0,5;12,15
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2023;9;8;130;16;0,5;8,125
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2020;11;1;27;6;0,16666666666666666;4,5
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2020;12;12;155;19;0,631578947368421;8,157894736842104
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;1;3;83;16;0,1875;5,1875
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;2;10;159;27;0,37037037037037035;5,888888888888889
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;3;21;272;30;0,7;9,066666666666666
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;4;20;203;22;0,9090909090909091;9,227272727272727
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;5;10;125;17;0,5882352941176471;7,352941176470588
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;6;10;152;22;0,45454545454545453;6,909090909090909
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;7;5;118;27;0,18518518518518517;4,37037037037037
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;8;4;74;18;0,2222222222222222;4,111111111111111
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;9;7;193;20;0,35;9,65
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;10;13;257;29;0,4482758620689655;8,862068965517242
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;11;22;176;29;0,7586206896551724;6,068965517241379
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2021;12;11;163;27;0,4074074074074074;6,037037037037037
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;1;18;217;30;0,6;7,233333333333333
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;2;5;95;20;0,25;4,75
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;3;12;187;11;1,0909090909090908;17,0
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;4;14;208;21;0,6666666666666666;9,904761904761905
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;5;10;180;15;0,6666666666666666;12,0
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;6;17;240;24;0,7083333333333334;10,0
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;7;12;145;20;0,6;7,25
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;8;7;204;12;0,5833333333333334;17,0
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;9;10;284;17;0,5882352941176471;16,705882352941178
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;10;7;206;21;0,3333333333333333;9,80952380952381
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;11;14;234;22;0,6363636363636364;10,636363636363637
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2022;12;9;289;19;0,47368421052631576;15,210526315789474
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2023;1;6;232;16;0,375;14,5
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2023;2;1;107;15;0,06666666666666667;7,133333333333334
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2023;3;10;107;15;0,6666666666666666;7,133333333333334
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2023;4;12;181;15;0,8;12,066666666666666
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2023;5;13;177;14;0,9285714285714286;12,642857142857142
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2023;6;7;102;15;0,4666666666666667;6,8
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2023;7;16;170;21;0,7619047619047619;8,095238095238095
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2023;8;7;309;21;0,3333333333333333;14,714285714285714
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2023;9;11;110;8;1,375;13,75
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;1;21;190;37;0,5675675675675675;5,135135135135135
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;2;10;204;28;0,35714285714285715;7,285714285714286
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;3;15;139;33;0,45454545454545453;4,212121212121212
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;4;17;239;24;0,7083333333333334;9,958333333333334
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;5;20;145;27;0,7407407407407407;5,37037037037037
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;6;12;170;33;0,36363636363636365;5,151515151515151
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;7;11;173;25;0,44;6,92
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;8;15;128;21;0,7142857142857143;6,095238095238095
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;9;8;146;21;0,38095238095238093;6,9523809523809526
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;10;9;160;25;0,36;6,4
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;11;7;90;19;0,3684210526315789;4,7368421052631575
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;12;13;153;23;0,5652173913043478;6,6521739130434785
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2020;1;20;217;24;0,8333333333333334;9,041666666666666
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2020;2;18;126;18;1,0;7,0
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2020;3;10;124;20;0,5;6,2
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2020;4;13;138;18;0,7222222222222222;7,666666666666667
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2020;5;11;204;13;0,8461538461538461;15,692307692307692
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2020;6;9;170;19;0,47368421052631576;8,947368421052632
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2020;7;10;169;18;0,5555555555555556;9,38888888888889
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2020;8;14;229;20;0,7;11,45
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2020;9;9;63;5;1,8;12,6
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2020;10;12;93;14;0,8571428571428571;6,642857142857143
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2020;11;7;108;10;0,7;10,8
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2022;2;0;0;1;0,0;0,0
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;1;19;228;32;0,59375;7,125
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;2;15;133;20;0,75;6,65
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;3;17;168;29;0,5862068965517241;5,793103448275862
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;4;10;199;25;0,4;7,96
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;5;12;204;34;0,35294117647058826;6,0
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;6;3;153;26;0,11538461538461539;5,884615384615385
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;7;13;137;23;0,5652173913043478;5,956521739130435
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;8;16;254;24;0,6666666666666666;10,583333333333334
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;9;10;226;24;0,4166666666666667;9,416666666666666
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;10;10;184;22;0,45454545454545453;8,363636363636363
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;11;5;90;10;0,5;9,0
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;12;13;144;19;0,6842105263157895;7,578947368421052
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2020;1;9;128;15;0,6;8,533333333333333
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2020;2;10;198;25;0,4;7,92
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2020;3;8;103;16;0,5;6,4375
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2020;4;1;28;4;0,25;7,0
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2020;5;3;49;5;0,6;9,8
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2020;6;2;26;11;0,18181818181818182;2,3636363636363638
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2020;7;7;139;16;0,4375;8,6875
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2020;8;6;52;14;0,42857142857142855;3,7142857142857144
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2020;9;9;86;16;0,5625;5,375
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2020;10;7;99;11;0,6363636363636364;9,0
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2020;11;1;24;5;0,2;4,8
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;1;114;750;44;2,590909090909091;17,045454545454547
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;2;120;787;36;3,3333333333333335;21,86111111111111
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;3;92;987;30;3,066666666666667;32,9
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;4;113;1096;42;2,6904761904761907;26,095238095238095
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;5;122;940;53;2,30188679245283;17,735849056603772
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;6;97;765;34;2,8529411764705883;22,5
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;7;87;666;32;2,71875;20,8125
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;8;71;702;34;2,088235294117647;20,647058823529413
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;9;97;745;26;3,730769230769231;28,653846153846153
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;10;102;795;35;2,914285714285714;22,714285714285715
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;11;54;394;27;2,0;14,592592592592593
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;12;105;851;30;3,5;28,366666666666667
CSSI;UNIDADE URGENCIA/EMERGENCIA;2020;1;114;992;40;2,85;24,8
CSSI;UNIDADE URGENCIA/EMERGENCIA;2020;2;84;837;44;1,9090909090909092;19,022727272727273
CSSI;UNIDADE URGENCIA/EMERGENCIA;2020;3;73;685;36;2,0277777777777777;19,02777777777778
CSSI;UNIDADE URGENCIA/EMERGENCIA;2020;4;97;608;36;2,6944444444444446;16,88888888888889
CSSI;UNIDADE URGENCIA/EMERGENCIA;2020;5;76;755;34;2,235294117647059;22,205882352941178
CSSI;UNIDADE URGENCIA/EMERGENCIA;2020;6;77;859;30;2,566666666666667;28,633333333333333
CSSI;UNIDADE URGENCIA/EMERGENCIA;2020;7;76;737;28;2,7142857142857144;26,321428571428573
CSSI;UNIDADE URGENCIA/EMERGENCIA;2020;8;91;719;29;3,1379310344827585;24,79310344827586
CSSI;UNIDADE URGENCIA/EMERGENCIA;2020;9;109;941;48;2,2708333333333335;19,604166666666668
CSSI;UNIDADE URGENCIA/EMERGENCIA;2020;10;104;1007;53;1,9622641509433962;19,0
CSSI;UNIDADE URGENCIA/EMERGENCIA;2020;11;134;943;45;2,977777777777778;20,955555555555556
CSSI;UNIDADE URGENCIA/EMERGENCIA;2021;3;169;1137;41;4,121951219512195;27,73170731707317
CSSI;UNIDADE URGENCIA/EMERGENCIA;2021;4;100;923;46;2,1739130434782608;20,065217391304348
CSSI;UNIDADE URGENCIA/EMERGENCIA;2021;5;93;929;44;2,1136363636363638;21,113636363636363
CSSI;UNIDADE URGENCIA/EMERGENCIA;2021;6;121;1011;47;2,574468085106383;21,51063829787234
CSSI;UNIDADE URGENCIA/EMERGENCIA;2021;7;123;902;51;2,411764705882353;17,686274509803923
CSSI;UNIDADE URGENCIA/EMERGENCIA;2021;8;89;1169;47;1,8936170212765957;24,872340425531913
CSSI;UNIDADE URGENCIA/EMERGENCIA;2021;9;85;1205;44;1,9318181818181819;27,386363636363637
CSSI;UNIDADE URGENCIA/EMERGENCIA;2021;10;128;1460;37;3,4594594594594597;39,45945945945946
CSSI;UNIDADE URGENCIA/EMERGENCIA;2021;11;136;1140;34;4,0;33,529411764705884
CSSI;UNIDADE URGENCIA/EMERGENCIA;2021;12;152;1238;45;3,3777777777777778;27,511111111111113
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;1;97;944;33;2,9393939393939394;28,606060606060606
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;2;109;1171;43;2,5348837209302326;27,232558139534884
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;3;87;1023;28;3,107142857142857;36,535714285714285
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;4;127;1376;37;3,4324324324324325;37,189189189189186
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;5;111;855;23;4,826086956521739;37,17391304347826
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;6;118;1047;19;6,2105263157894735;55,10526315789474
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;7;105;1119;26;4,038461538461538;43,03846153846154
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;8;125;1114;27;4,62962962962963;41,25925925925926
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;9;116;1423;29;4,0;49,06896551724138
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;10;123;1292;25;4,92;51,68
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;11;95;1262;25;3,8;50,48
CSSI;UNIDADE URGENCIA/EMERGENCIA;2022;12;105;1206;32;3,28125;37,6875
CSSI;UNIDADE URGENCIA/EMERGENCIA;2023;1;111;1299;26;4,269230769230769;49,96153846153846
CSSI;UNIDADE URGENCIA/EMERGENCIA;2023;2;84;980;22;3,8181818181818183;44,54545454545455
CSSI;UNIDADE URGENCIA/EMERGENCIA;2023;3;107;1076;31;3,4516129032258065;34,70967741935484
CSSI;UNIDADE URGENCIA/EMERGENCIA;2023;4;107;1038;30;3,566666666666667;34,6
CSSI;UNIDADE URGENCIA/EMERGENCIA;2023;5;108;1089;30;3,6;36,3
CSSI;UNIDADE URGENCIA/EMERGENCIA;2023;6;158;1175;38;4,157894736842105;30,92105263157895
CSSI;UNIDADE URGENCIA/EMERGENCIA;2023;7;139;1030;24;5,791666666666667;42,916666666666664
CSSI;UNIDADE URGENCIA/EMERGENCIA;2023;8;124;1183;28;4,428571428571429;42,25
CSSI;UNIDADE URGENCIA/EMERGENCIA;2023;9;82;737;25;3,28;29,48
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2023;9;0;0;1;0,0;0,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2023;10;0;4;1;0,0;4,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2023;11;0;9;1;0,0;9,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2023;12;0;6;2;0,0;3,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024;1;1;25;1;1,0;25,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024;2;2;18;3;0,6666666666666666;6,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024;3;3;80;2;1,5;40,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024;4;3;115;2;1,5;57,5
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024;5;0;69;3;0,0;23,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024;6;0;17;1;0,0;17,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024;11;0;52;1;0,0;52,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024;12;0;8;1;0,0;8,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;1;2;55;3;0,6666666666666666;18,333333333333332
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;2;1;74;6;0,16666666666666666;12,333333333333334
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;3;2;102;9;0,2222222222222222;11,333333333333334
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;4;0;26;3;0,0;8,666666666666666
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;6;0;31;3;0,0;10,333333333333334
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;7;0;14;2;0,0;7,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;8;2;64;3;0,6666666666666666;21,333333333333332
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;9;7;156;3;2,3333333333333335;52,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;10;12;205;3;4,0;68,33333333333333
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;11;5;72;2;2,5;36,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;12;0;69;1;0,0;69,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026;1;3;116;5;0,6;23,2
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026;2;1;132;6;0,16666666666666666;22,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026;3;2;52;6;0,3333333333333333;8,666666666666666
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026;4;7;87;7;1,0;12,428571428571429
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026;5;8;55;5;1,6;11,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026;6;1;83;4;0,25;20,75
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2023;9;1;24;1;1,0;24,0
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2023;10;7;249;11;0,6363636363636364;22,636363636363637
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2023;11;12;178;12;1,0;14,833333333333334
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2023;12;1;151;14;0,07142857142857142;10,785714285714286
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;1;4;134;7;0,5714285714285714;19,142857142857142
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;2;6;299;13;0,46153846153846156;23,0
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;3;3;717;15;0,2;47,8
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;4;8;766;14;0,5714285714285714;54,714285714285715
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;5;3;968;18;0,16666666666666666;53,77777777777778
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;6;7;654;16;0,4375;40,875
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;7;5;288;18;0,2777777777777778;16,0
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;8;8;144;16;0,5;9,0
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;9;6;108;18;0,3333333333333333;6,0
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;10;11;214;13;0,8461538461538461;16,46153846153846
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;11;2;285;6;0,3333333333333333;47,5
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2024;12;9;199;10;0,9;19,9
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;1;11;314;11;1,0;28,545454545454547
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;2;4;250;10;0,4;25,0
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;3;3;255;9;0,3333333333333333;28,333333333333332
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;4;6;684;7;0,8571428571428571;97,71428571428571
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;5;8;461;11;0,7272727272727273;41,90909090909091
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;6;0;239;10;0,0;23,9
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;7;0;147;8;0,0;18,375
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;8;10;256;10;1,0;25,6
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;9;2;460;9;0,2222222222222222;51,111111111111114
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;10;2;221;9;0,2222222222222222;24,555555555555557
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;11;7;290;7;1,0;41,42857142857143
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;12;6;224;4;1,5;56,0
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2026;1;3;199;7;0,42857142857142855;28,428571428571427
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2026;2;12;210;6;2,0;35,0
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2026;3;7;635;7;1,0;90,71428571428571
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2026;4;2;191;8;0,25;23,875
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2026;5;3;188;7;0,42857142857142855;26,857142857142858
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2026;6;1;187;9;0,1111111111111111;20,77777777777778
HAC;AMBULATORIO - ESPECIALIDADES;2019;4;4;24;2;2,0;12,0
HAC;AMBULATORIO - ESPECIALIDADES;2019;5;1;17;2;0,5;8,5
HAC;AMBULATORIO - ESPECIALIDADES;2019;6;2;23;6;0,3333333333333333;3,8333333333333335
HAC;AMBULATORIO - ESPECIALIDADES;2019;7;0;0;1;0,0;0,0
HAC;AMBULATORIO - ESPECIALIDADES;2019;8;4;16;1;4,0;16,0
HAC;AMBULATORIO - ESPECIALIDADES;2019;9;0;0;1;0,0;0,0
HAC;AMBULATORIO - ESPECIALIDADES;2019;10;0;0;2;0,0;0,0
HAC;AMBULATORIO - ESPECIALIDADES;2019;11;0;5;1;0,0;5,0
HAC;AMBULATORIO - ESPECIALIDADES;2019;12;0;26;1;0,0;26,0
HAC;AMBULATORIO - ESPECIALIDADES;2020;2;2;9;1;2,0;9,0
HAC;AMBULATORIO - ESPECIALIDADES;2020;4;0;8;1;0,0;8,0
HAC;AMBULATORIO - ESPECIALIDADES;2020;6;0;0;2;0,0;0,0
HAC;AMBULATORIO - ESPECIALIDADES;2020;7;0;0;1;0,0;0,0
HAC;AMBULATORIO - ESPECIALIDADES;2020;8;0;7;1;0,0;7,0
HAC;AMBULATORIO - ESPECIALIDADES;2020;11;1;6;1;1,0;6,0
HAC;AMBULATORIO - ESPECIALIDADES;2020;12;6;12;1;6,0;12,0
HAC;AMBULATORIO - ESPECIALIDADES;2021;1;2;2;1;2,0;2,0
HAC;AMBULATORIO - ESPECIALIDADES;2021;2;2;12;1;2,0;12,0
HAC;AMBULATORIO - ESPECIALIDADES;2021;3;0;0;1;0,0;0,0
